GOID	GO_term	Cluster frequency	Background frequency	Corrected P-value	False discovery rate	Gene(s) annotated to the term	Directly Annotated GOID List
9986	cell surface	"82 out of 1614 genes, 5.1%"	"200 out of 6473 background genes, 3.1%"	0.00014	0.00%	PHR2:PGA5:ECM33:ENG1:PGA45:PHO100:PGA6:FGR41:HYR1:SIM1:RBE1:SOD4:SOD5:PGA27:MSB2:PGA33:SSC1:PGA46:YWP1:PGA55:C2_08990C_A:IFF6:EAP1:MP65:IFF11:FGR23:PGA18:ALS6:ALS7:PGA32:PGA7:ATP2:PGA10:PGA57:PGA53:PGA62:PGA38:CRH11:DOT4:HWP2:RBT1:HWP1:PGA30:PGA31:PHR1:PGA41:IFF5:PDC11:IFF8:HYR3:INT1:PGA58:MID1:SCW11:CHT2:PGA37:PGA4:PGA25:SUN41:PGA60:ALS5:ALS1:PGA61:ALS4:ALS2:CSA1:SSR1:HSP90:RBR3:CHT1:IFF4:PGA34:IFF3:IFF9:RBR1:PGA39:STE2:ALS3:SSB1:PGA13:CHT3:PGA12	9986:46658:5887:32153:45261:62040:131:30287:10494:1903561:5737:936:35840:5937:30428:45121:30446:5829:1990819:5783:33101:5730:5628:42645:30427:5621:35841:5940:30134:5935:30445:16020:5634:5576:46809:5886:142:5743:9277:5933:5754:31314:5844:1405:5739:34399
5856	cytoskeleton	"79 out of 1614 genes, 4.9%"	"191 out of 6473 background genes, 3.0%"	0.00015	0.00%	BFA1:CMP1:SIZ1:ESP1:ENG1:BNI4:RGD1:ARC35:SOG2:BBC1:BUD6:C1_10090C_A:C1_11250W_A:GIN4:CTA3:KIP4:BNI1:SEC2:KAR9:C2_01390W_A:SLA1:PAN1:CDC15:SCP1:RTS1:DBF2:LSP1:ARP3:VRP1:KAR3:RAS1:KIP2:C3_00790W_A:C3_01510W_A:USO5:PKC1:PIN3:KIP3:C3_06610W_A:C3_07110W_A:C4_00420C_A:C4_00780C_A:MLP1:ASK1:RGA2:C4_02400C_A:ABP1:AXL2:MYO5:SNF1:MYO1:CST20:INT1:HSL1:C5_03170C_A:GRR1:C5_04890C_A:C6_00260W_A:ACF2:IPL1:HRR25:SAC6:RVS167:C7_00410C_A:C7_00670C_A:IQG1:CRN1:SFI1:SLA2:BNR1:CR_00600C_A:INN1:SRV2:KIP1:CR_08290W_A:MPS1:CR_08980C_A:CR_09520C_A:WAL1	99079:9986:44853:36286:51286:5881:1990023:120106:5887:32153:44697:110131:31562:5955:930:32177:35371:5875:5880:120105:776:5768:131:5794:5938:1990334:5856:1990498:159:1903754:778:99070:110085:120155:16460:1904511:1990385:5825:35838:44732:922:5641:71521:5737:936:51233:5884:31521:42729:30428:61645:144:5934:120104:98753:51285:5829:1990819:45160:30479:235:5730:140224:61673:5628:72324:942:407:30133:30427:5816:5621:1990964:775:9898:5940:19005:5869:5635:32133:935:30688:71958:43332:1400:72687:110115:32432:36362:228:5935:70850:44615:71341:32126:5819:70319:5634:32168:32174:5576:5885:30139:5654:32154:1990528:5886:5622:142:31097:5777:61499:133:31588:9277:5933:5828:90726:15630:55028:33551:5774:16021:72686:5876:34973:5872:941:5643:36449:1411:35974:34399
5934	cellular bud tip	"35 out of 1614 genes, 2.2%"	"66 out of 6473 background genes, 1.0%"	0.00041	0.00%	KEL1:BUD6:CBK1:PEA2:CTA3:KIP4:MSO1:SPA2:BNI1:SEC2:KAR9:ROM2:BUD14:PBS2:C4_00420C_A:BEM1:BEM3:C4_04240C_A:ZDS1:MYO5:C4_06130W_A:SEC3:C5_00760W_A:C6_00260W_A:C6_02090C_A:HRR25:SHE3:RVS167:C6_04100W_A:BEM2:EXO70:SEC1:C7_03480W_A:KIN2:LRG1	44853:51286:5881:32153:31560:31562:32177:5875:145:131:5794:5938:10494:778:110085:31965:35838:44732:5737:5884:31521:30428:61645:144:5934:120104:51285:5829:71561:5783:45160:30479:33101:5628:407:30133:329:30427:5816:35839:775:35841:5635:935:30688:31201:43332:1400:30176:228:5935:1990873:32178:71944:71341:70319:5634:32168:1990528:5886:5622:31097:142:5777:1990615:31561:133:5933:90726:35842:33551:16021:5770:1411:12505:35974
30864	cortical actin cytoskeleton	"37 out of 1614 genes, 2.3%"	"72 out of 6473 background genes, 1.1%"	0.00055	0.00%	CMP1:RGD1:BBC1:C1_10090C_A:CTA3:BNI1:C2_01390W_A:SLA1:PAN1:SCP1:DBF2:ARP3:VRP1:C3_01510W_A:PIN3:C4_00780C_A:RGA2:ABP1:MYO5:MYO1:CST20:INT1:GRR1:SAC6:RVS167:C7_00410C_A:C7_00670C_A:IQG1:CRN1:SLA2:BNR1:CR_00600C_A:INN1:SRV2:CR_08290W_A:CR_08980C_A:WAL1	99079:9986:44853:51286:120106:32153:44697:110131:5955:930:32177:120105:5768:131:5794:5938:110085:120155:16460:35838:44732:71521:5737:5884:31521:30428:5934:120104:98753:51285:5829:1990819:45160:30479:140224:5628:30427:5816:5621:1990964:5940:19005:935:43332:32432:5935:71341:5634:5885:30139:32154:1990528:5886:5622:31097:142:133:5933:5876:34973:5643:1411
15629	actin cytoskeleton	"42 out of 1614 genes, 2.6%"	"88 out of 6473 background genes, 1.4%"	0.00134	0.00%	CMP1:ENG1:RGD1:ARC35:BBC1:C1_10090C_A:CTA3:BNI1:C2_01390W_A:SLA1:PAN1:SCP1:DBF2:ARP3:VRP1:RAS1:C3_01510W_A:PIN3:C4_00780C_A:RGA2:ABP1:MYO5:MYO1:CST20:INT1:GRR1:C5_04890C_A:ACF2:SAC6:RVS167:C7_00410C_A:C7_00670C_A:IQG1:CRN1:SLA2:BNR1:CR_00600C_A:INN1:SRV2:CR_08290W_A:CR_08980C_A:WAL1	99079:9986:44853:51286:120106:32153:44697:110131:5955:930:32177:120105:5768:131:5794:5938:110085:120155:16460:35838:44732:71521:5737:936:5884:31521:30428:5934:120104:98753:51285:5829:1990819:45160:30479:140224:5628:72324:30427:5816:5621:1990964:5940:19005:5869:935:43332:32432:5935:71341:5634:5576:5885:30139:32154:1990528:5886:5622:31097:142:133:9277:5933:90726:5876:34973:5643:1411
51286	cell tip	"54 out of 1614 genes, 3.3%"	"125 out of 6473 background genes, 1.9%"	0.00255	0.00%	KEL1:PHR2:ENG1:RGD1:SOG2:BUD6:CBK1:PEA2:C1_11250W_A:CTA3:KIP4:SPA2:BNI1:SEC2:KAR9:ROM2:KIC1:RTS1:ARP3:RAS1:CAS4:TEA1:EVP1:BEM1:BEM3:FAV1:MYO5:SEC3:CEK1:BUD2:C5_00570W_A:RCY1:CST20:C6_00260W_A:FIG1:ACF2:SLM2:C6_02090C_A:SAC6:RVS167:BEM2:CRN1:EXO70:C7_03480W_A:BNR1:KIN2:LRG1:HST7:SRV2:BUD5:CR_07190W_A:RGD3:AXL1:WAL1	99079:9986:44853:46658:51286:5881:1990023:120106:32153:31560:1990531:31562:32177:1902716:35371:5875:120105:5880:145:776:5768:131:5794:5938:159:10494:778:110085:35838:44732:1903561:922:71521:5737:936:51233:35840:5884:31521:30428:45121:5934:70250:120104:98753:30446:51285:5829:1990819:45160:30479:235:140224:61673:5628:72324:30133:70867:30427:5816:5621:35839:775:35841:5635:935:43332:32432:30134:5935:30445:1990873:32178:71341:5819:70319:5634:32168:5576:5885:30139:32154:1990528:5886:5622:31097:142:1990615:31561:133:9277:5933:90726:15630:55028:35842:16021:5876:1411:12505:35974:34399
60187	cell pole	"54 out of 1614 genes, 3.3%"	"125 out of 6473 background genes, 1.9%"	0.00255	0.00%	KEL1:PHR2:ENG1:RGD1:SOG2:BUD6:CBK1:PEA2:C1_11250W_A:CTA3:KIP4:SPA2:BNI1:SEC2:KAR9:ROM2:KIC1:RTS1:ARP3:RAS1:CAS4:TEA1:EVP1:BEM1:BEM3:FAV1:MYO5:SEC3:CEK1:BUD2:C5_00570W_A:RCY1:CST20:C6_00260W_A:FIG1:ACF2:SLM2:C6_02090C_A:SAC6:RVS167:BEM2:CRN1:EXO70:C7_03480W_A:BNR1:KIN2:LRG1:HST7:SRV2:BUD5:CR_07190W_A:RGD3:AXL1:WAL1	99079:9986:44853:46658:51286:5881:1990023:120106:32153:31560:1990531:31562:32177:1902716:35371:5875:120105:5880:145:776:5768:131:5794:5938:159:10494:778:110085:35838:44732:1903561:922:71521:5737:936:51233:35840:5884:31521:30428:45121:5934:70250:120104:98753:30446:51285:5829:1990819:45160:30479:235:140224:61673:5628:72324:30133:70867:30427:5816:5621:35839:775:35841:5635:935:43332:32432:30134:5935:30445:1990873:32178:71341:5819:70319:5634:32168:5576:5885:30139:32154:1990528:5886:5622:31097:142:1990615:31561:133:9277:5933:90726:15630:55028:35842:16021:5876:1411:12505:35974:34399
43332	mating projection tip	"33 out of 1614 genes, 2.0%"	"65 out of 6473 background genes, 1.0%"	0.00298	0.00%	KEL1:ENG1:SOG2:BUD6:CBK1:PEA2:KIP4:SPA2:BNI1:KAR9:ROM2:KIC1:RAS1:CAS4:BEM1:BEM3:FAV1:MYO5:SEC3:CEK1:C5_00570W_A:CST20:C6_00260W_A:FIG1:ACF2:C6_02090C_A:RVS167:BEM2:CRN1:LRG1:HST7:AXL1:WAL1	9986:44853:51286:5881:32153:31560:1990531:31562:32177:1902716:5875:120105:145:131:5938:10494:778:110085:44732:71521:5737:936:5884:31521:30428:5934:70250:120104:51285:5829:1990819:45160:30479:140224:5628:72324:70867:30427:5816:5635:935:43332:5935:71341:5634:32168:5576:30139:1990528:5886:5622:31097:142:1990615:31561:133:9277:5933:90726:16021:5876:1411:12505:35974
120025	plasma membrane bounded cell projection	"38 out of 1614 genes, 2.4%"	"79 out of 6473 background genes, 1.2%"	0.00317	0.00%	KEL1:ENG1:SOG2:BUD6:CBK1:PEA2:KIP4:SPA2:BNI1:KAR9:ROM2:KIC1:IFF6:RAS1:CAS4:YCK2:C4_00420C_A:BEM1:BEM3:HWP1:FAV1:MYO5:SEC3:CEK1:C5_00570W_A:CST20:C5_03960W_A:C6_00260W_A:FIG1:ACF2:C6_02090C_A:RVS167:BEM2:CRN1:LRG1:HST7:AXL1:WAL1	9986:44853:51286:5881:32153:31560:1990531:31562:32177:1902716:5875:120105:145:131:5938:10494:778:110085:44732:1903561:71521:5737:936:5884:31521:5937:30428:61645:144:5934:70250:120104:30446:51285:5829:1990819:45160:30479:33101:140224:5628:72324:70867:30427:5816:5635:935:43332:1400:5935:71341:5634:32168:5576:30139:1990528:5886:5622:31097:142:1990615:31561:133:9277:5933:90726:16021:5876:1411:12505:35974
42995	cell projection	"38 out of 1614 genes, 2.4%"	"79 out of 6473 background genes, 1.2%"	0.00317	0.00%	KEL1:ENG1:SOG2:BUD6:CBK1:PEA2:KIP4:SPA2:BNI1:KAR9:ROM2:KIC1:IFF6:RAS1:CAS4:YCK2:C4_00420C_A:BEM1:BEM3:HWP1:FAV1:MYO5:SEC3:CEK1:C5_00570W_A:CST20:C5_03960W_A:C6_00260W_A:FIG1:ACF2:C6_02090C_A:RVS167:BEM2:CRN1:LRG1:HST7:AXL1:WAL1	9986:44853:51286:5881:32153:31560:1990531:31562:32177:1902716:5875:120105:145:131:5938:10494:778:110085:44732:1903561:71521:5737:936:5884:31521:5937:30428:61645:144:5934:70250:120104:30446:51285:5829:1990819:45160:30479:33101:140224:5628:72324:70867:30427:5816:5635:935:43332:1400:5935:71341:5634:32168:5576:30139:1990528:5886:5622:31097:142:1990615:31561:133:9277:5933:90726:16021:5876:1411:12505:35974
5937	mating projection	"38 out of 1614 genes, 2.4%"	"79 out of 6473 background genes, 1.2%"	0.00317	0.00%	KEL1:ENG1:SOG2:BUD6:CBK1:PEA2:KIP4:SPA2:BNI1:KAR9:ROM2:KIC1:IFF6:RAS1:CAS4:YCK2:C4_00420C_A:BEM1:BEM3:HWP1:FAV1:MYO5:SEC3:CEK1:C5_00570W_A:CST20:C5_03960W_A:C6_00260W_A:FIG1:ACF2:C6_02090C_A:RVS167:BEM2:CRN1:LRG1:HST7:AXL1:WAL1	9986:44853:51286:5881:32153:31560:1990531:31562:32177:1902716:5875:120105:145:131:5938:10494:778:110085:44732:1903561:71521:5737:936:5884:31521:5937:30428:61645:144:5934:70250:120104:30446:51285:5829:1990819:45160:30479:33101:140224:5628:72324:70867:30427:5816:5635:935:43332:1400:5935:71341:5634:32168:5576:30139:1990528:5886:5622:31097:142:1990615:31561:133:9277:5933:90726:16021:5876:1411:12505:35974
61645	endocytic patch	"26 out of 1614 genes, 1.6%"	"49 out of 6473 background genes, 0.8%"	0.01059	0.00%	RGD1:BBC1:C1_10090C_A:CTA3:C2_01390W_A:SLA1:PAN1:SCP1:ARP3:VRP1:C3_01510W_A:PIN3:C4_00420C_A:C4_00780C_A:ABP1:MYO5:SAC6:RVS167:C7_00670C_A:CRN1:SLA2:CR_00600C_A:SRV2:CR_08290W_A:CR_08980C_A:WAL1	99079:44853:51286:120106:32153:110131:5768:131:5794:5938:110085:35838:5737:61645:144:5934:120104:98753:51285:5829:1990819:45160:30479:140224:5628:30427:1990964:935:43332:1400:32432:5935:5634:5885:30139:32154:1990528:5886:5622:31097:5933:5643:1411
785	chromatin	"60 out of 1614 genes, 3.7%"	"150 out of 6473 background genes, 2.3%"	0.01417	0.00%	RCA1:ARP8:RSC2:C1_03360W_A:BRG1:C1_05750C_A:C1_06400C_A:C1_08700W_A:WOR1:C1_10330C_A:SNT1:ROB1:SET3:NDT80:NRI1:SNF2:C2_03900C_A:SCH9:TBF1:TAF14:C2_04620W_A:C2_04770W_A:CDC7:RXT3:FHL1:SWR1:EAF3:C2_08630C_A:C2_08720W_A:RAP1:PHO23:ASH1:CSE4:C3_01210C_A:STH1:C3_03670W_A:SNF5:TEC1:SEN1:SWI1:HST3:IFH1:C6_01220C_A:TRA1:C6_02280W_A:C6_02430W_A:ARP4:C6_03550C_A:RTF1:MCM1:C7_00910C_A:DBF4:HHO1:SPT6:SWC4:CR_04720C_A:BCR1:CR_06450W_A:EFG1:CR_09490W_A	5666:5669:118:46695:97356:812:30874:35327:70187:776:1990467:124:16586:35267:786:16514:70209:5737:32221:34967:5729:31934:5829:33309:36437:5730:785:329:775:43189:16593:33698:31431:70823:31011:228:48189:5634:70822:43505:35649:1990468:33100:5674:8623:123:5933:1990527:33553:16592:35861:30907:5657:34399
44613	nuclear pore central transport channel	"9 out of 1614 genes, 0.6%"	"10 out of 6473 background genes, 0.2%"	0.01428	0.00%	NUP49:NSP1:C3_04700W_A:C3_06440W_A:C4_03850W_A:C4_05180C_A:NUP60:C6_03460W_A:CR_02610C_A	44613:31965:31080:44614:5829:5635:44615:5634:5643:34399
30479	actin cortical patch	"25 out of 1614 genes, 1.5%"	"48 out of 6473 background genes, 0.7%"	0.02304	0.00%	RGD1:BBC1:C1_10090C_A:CTA3:C2_01390W_A:SLA1:PAN1:SCP1:ARP3:VRP1:C3_01510W_A:PIN3:C4_00780C_A:ABP1:MYO5:SAC6:RVS167:C7_00670C_A:CRN1:SLA2:CR_00600C_A:SRV2:CR_08290W_A:CR_08980C_A:WAL1	99079:44853:51286:120106:32153:110131:5768:131:5794:5938:110085:35838:5737:5934:120104:98753:51285:5829:1990819:45160:30479:140224:5628:30427:1990964:935:43332:32432:5935:5634:5885:30139:32154:1990528:5886:5622:31097:5933:5643:1411
932	P-body	"20 out of 1614 genes, 1.2%"	"35 out of 6473 background genes, 0.5%"	0.02351	0.00%	C1_02850W_A:C1_05420W_A:C1_06600W_A:DHH1:CCR4:PSP1:KEM1:TPK2:TIF4631:C3_02160C_A:C3_05880C_A:C3_06700C_A:C3_07100C_A:C4_03290W_A:C4_04870C_A:C6_02690C_A:C6_03380W_A:POP2:C6_04290W_A:WHI3	98562:22627:1990726:30015:1990861:776:10494:324:5952:5737:30014:98745:5829:16593:932:48471:90512:5634:16281:5844:34399:32592
140535	intracellular protein-containing complex	"131 out of 1614 genes, 8.1%"	"391 out of 6473 background genes, 6.0%"	0.02737	0.00%	CMP1:C1_01130W_A:PSY2:MNN11:C1_03360W_A:ELA1:BNI4:TUS1:TCO89:C1_04960C_A:SPT20:KOG1:TAF145:SOG2:C1_07490C_A:SMI1:BUD6:CCR4:NOT5:C1_10120C_A:CBK1:PEA2:GIN4:KIP4:GSG1:C1_12570C_A:SPA2:RPG1A:BNI1:RPN1:KIS2:DOA4:NOT3:RPN9:HEX3:ROM2:NBN1:TAF14:KIC1:BUD14:CDC7:PMT4:RTS1:TPK2:TOR1:TAF4:VRP1:EAF3:C2_08630C_A:C2_08920W_A:KIS1:SGT1:UBP8:CAS4:PPH21:C3_03100C_A:CHS4:MUB1:C3_06560W_A:TAF12:C4_00940W_A:BEM1:C4_01470W_A:C4_01560C_A:BEM3:RPC53:CRH11:RPN6:C4_03920W_A:C4_04120C_A:AXL2:C4_04240C_A:ZDS1:C4_05220C_A:C4_05250W_A:C4_05340W_A:C4_05790W_A:SEC3:C4_06460C_A:PRI2:CTA6:VID21:BUD2:C5_00760W_A:SNF1:MYO1:CST20:C5_02450W_A:PCL1:C5_03830C_A:GRR1:C6_00640C_A:CDC20:TRA1:C6_01550C_A:C6_01590W_A:RAD18:C6_02090C_A:C6_02300C_A:C6_02310W_A:C6_03050C_A:ARP4:POP2:C6_03780C_A:SNF4:CDC39:TSM1:RTF1:BEM2:EXO70:C7_02860C_A:DBF4:C7_03240W_A:SLA2:C7_03840W_A:EPL1:CR_00370W_A:SWC4:LRG1:CDC27:RSR1:CR_02890C_A:NOT4:TAF12L:CR_04450C_A:CR_06470W_A:BUD5:CR_09520C_A:SPT7:CR_10290C_A:RPO21	5666:5673:9986:5669:71819:46658:51286:5881:33597:5887:32153:31560:46695:33768:97586:31562:8541:5955:930:34515:30015:812:1902716:5789:31595:794:30874:35327:5875:30136:120105:145:776:1990467:44695:124:5768:131:502:307:5794:5938:1905754:1990498:5680:159:5637:10494:778:99070:110085:5658:324:31234:16460:35267:1904511:16514:44732:1903561:5952:70209:5641:71521:152:5737:32221:8540:5884:31521:31934:30428:30289:31225:5769:30014:136:144:5934:838:120104:30446:51285:5829:5783:30479:5730:439:942:407:1990304:5671:785:30427:329:5816:34064:775:43189:1990072:151:31463:16593:5940:97505:31431:932:70449:19005:5635:5675:31931:935:43332:33588:30176:110115:31011:71541:97550:112:5935:30445:70850:48471:43614:71944:1990071:71341:16020:5634:32168:5576:32174:34657:5838:5886:19898:1990468:16282:33100:5674:5622:142:31097:31410:1990615:31561:31932:837:32777:133:123:9277:31588:5933:5665:5802:90726:306:839:5774:16021:71540:5770:16592:72686:5876:43224:5760:5739:5852:1411:12505:34399
35770	ribonucleoprotein granule	"44 out of 1614 genes, 2.7%"	"104 out of 6473 background genes, 1.6%"	0.03465	0.14%	C1_02850W_A:C1_03370W_A:C1_04970W_A:C1_05420W_A:KOG1:C1_06090C_A:C1_06600W_A:DHH1:NRP1:FUN12:CCR4:CBK1:PSP1:C1_11860W_A:RPG1A:KEM1:C2_04360W_A:TPK2:TIF4631:SUP35:C3_00130C_A:PPH21:C3_02160C_A:C3_05150W_A:C3_05880C_A:CAM1:PBS2:C3_06700C_A:C3_07100C_A:NIP1:CPA1:C4_03290W_A:C4_04870C_A:CEK1:C5_01890W_A:C6_02690C_A:C6_03380W_A:POP2:C6_04290W_A:C7_00830C_A:WHI3:C7_02660C_A:SSB1:RPO21	9986:32153:98562:22627:1990726:30015:18444:5853:5789:1990861:776:131:5938:159:10494:324:5952:5737:30428:22626:30014:5934:98745:72380:51285:5829:5783:329:16593:5840:932:5635:31931:71014:43332:42175:71541:5935:30445:48471:43614:90512:5634:5576:16281:5886:16282:9277:5933:5665:33290:71540:5844:36464:5951:5739:5852:1411:34399:32592:5849
36464	cytoplasmic ribonucleoprotein granule	"44 out of 1614 genes, 2.7%"	"104 out of 6473 background genes, 1.6%"	0.03465	0.14%	C1_02850W_A:C1_03370W_A:C1_04970W_A:C1_05420W_A:KOG1:C1_06090C_A:C1_06600W_A:DHH1:NRP1:FUN12:CCR4:CBK1:PSP1:C1_11860W_A:RPG1A:KEM1:C2_04360W_A:TPK2:TIF4631:SUP35:C3_00130C_A:PPH21:C3_02160C_A:C3_05150W_A:C3_05880C_A:CAM1:PBS2:C3_06700C_A:C3_07100C_A:NIP1:CPA1:C4_03290W_A:C4_04870C_A:CEK1:C5_01890W_A:C6_02690C_A:C6_03380W_A:POP2:C6_04290W_A:C7_00830C_A:WHI3:C7_02660C_A:SSB1:RPO21	9986:32153:98562:22627:1990726:30015:18444:5853:5789:1990861:776:131:5938:159:10494:324:5952:5737:30428:22626:30014:5934:98745:72380:51285:5829:5783:329:16593:5840:932:5635:31931:71014:43332:42175:71541:5935:30445:48471:43614:90512:5634:5576:16281:5886:16282:9277:5933:5665:33290:71540:5844:36464:5951:5739:5852:1411:34399:32592:5849
99568	cytoplasmic region	"23 out of 1614 genes, 1.4%"	"44 out of 6473 background genes, 0.7%"	0.04299	0.13%	RGD1:CBK1:C1_11250W_A:GIN4:BNI1:SEC2:ROM2:ARP3:RAS1:CAS4:TEA1:EVP1:MYO5:MYO1:C6_00260W_A:SLM2:SAC6:RVS167:IQG1:C7_03480W_A:CR_07190W_A:RGD3:WAL1	99079:44853:51286:5881:1990023:120106:32153:32177:930:1902716:35371:5880:131:5794:5938:10494:110085:120155:16460:35838:44732:1903561:922:5737:51233:5884:31521:30428:45121:5934:120104:98753:51285:5829:1990819:45160:30479:235:5730:140224:61673:5628:30133:5940:935:43332:110115:32432:5935:71341:5819:70319:5634:5885:32154:1990528:5886:5622:142:31097:133:5933:90726:15630:55028:1411:35974
99738	cell cortex region	"23 out of 1614 genes, 1.4%"	"44 out of 6473 background genes, 0.7%"	0.04299	0.13%	RGD1:CBK1:C1_11250W_A:GIN4:BNI1:SEC2:ROM2:ARP3:RAS1:CAS4:TEA1:EVP1:MYO5:MYO1:C6_00260W_A:SLM2:SAC6:RVS167:IQG1:C7_03480W_A:CR_07190W_A:RGD3:WAL1	99079:44853:51286:5881:1990023:120106:32153:32177:930:1902716:35371:5880:131:5794:5938:10494:110085:120155:16460:35838:44732:1903561:922:5737:51233:5884:31521:30428:45121:5934:120104:98753:51285:5829:1990819:45160:30479:235:5730:140224:61673:5628:30133:5940:935:43332:110115:32432:5935:71341:5819:70319:5634:5885:32154:1990528:5886:5622:142:31097:133:5933:90726:15630:55028:1411:35974
71944	cell periphery	"232 out of 1614 genes, 14.4%"	"762 out of 6473 background genes, 11.8%"	0.06971	0.25%	KEL1:PHR2:CMP1:CCH1:SIZ1:TIM21:ECM33:AGE1:ENG1:HMG1:PDR16:BNI4:C1_04200C_A:SYG1:TCO89:KOG1:PHO87:PGA45:RGD1:NPR1:C1_07440W_A:IST2:BBC1:C1_07590C_A:BUD6:NOT5:OPY2:C1_08540C_A:PGA6:AOX2:C1_10090C_A:GCA1:CBK1:PEA2:C1_11250W_A:GIN4:CTA3:LCB4:MSO1:SPA2:BNI1:SEC2:C1_13290W_A:AGC1:KEM1:HYR1:KAR9:SIM1:RBE1:SMF3:SOD4:SOD5:HGT7:HGT8:C2_01390W_A:SLA1:MSB2:SRD1:ROM2:PAN1:ATP4:PNG2:PMT4:SCP1:RTA3:RTA2:DBF2:FRP3:LSP1:SMF12:ARP3:TOR1:SSC1:VRP1:DSE1:YWP1:IPP1:PIR1:IFF6:KAR3:EAP1:C2_10010C_A:MP65:RAS1:KIP2:FLO9:IFF11:C3_00790W_A:MSS4:C3_01510W_A:CAS4:AFG3:GPA2:MEP1:ALR1:PAM17:C3_03110W_A:WSC1:RAX1:PIN3:C3_05420W_A:TEA1:YCK2:KRE6:ALS6:ALS7:C3_06610W_A:FESUR1:EVP1:SEC61:CNH1:PHR3:MET15:ATP2:C4_00420C_A:PGA10:C4_00780C_A:PGA53:BEM1:RGA2:C4_02150C_A:BEM3:PGA62:CRH11:ABP1:DOT4:ECE1:HWP2:RBT1:HWP1:PGA30:PGA31:AXL2:C4_04240C_A:PHR1:C4_04800W_A:MYO5:C4_06130W_A:SEC3:IFF5:PDC11:BUD2:C5_00570W_A:ERG11:IFF8:HYR3:C5_00760W_A:GPR1:SNF1:MYO1:CST20:INT1:C5_02500C_A:HSL1:C5_03170C_A:C5_03960W_A:C5_03970W_A:MID1:C5_04050W_A:SCW11:CHT2:GRR1:C5_04950C_A:PGA4:C6_00260W_A:CTR1:SUN41:SEC9:QDR3:FIG1:C6_01520W_A:PTK2:SLM2:HRR25:SAC6:ALS5:ALS1:SNF4:RVS167:C6_04100W_A:ALS4:ALS2:CSA1:DFI1:C7_00410C_A:C7_00670C_A:SSR1:BEM2:IQG1:CRN1:HSP90:EXO70:SEC1:C7_02370W_A:TOM70:RBR3:C7_03480W_A:SLA2:BNR1:CHT1:KIN2:CR_00600C_A:IFF4:SLN1:RSR1:CR_02210W_A:GEF2:INN1:CR_03530W_A:IFF3:IFF9:SRV2:PPZ1:STE2:CR_06640C_A:ALS3:CR_07190W_A:HGT16:RGD3:SSB1:ACO1:CR_08290W_A:CR_08380C_A:PGA13:CR_08980C_A:SSU1:CR_09520C_A:WAL1:PMT5:CHT3:CR_10800C_A:XYL2	99079:9986:5744:44853:30122:36286:46658:51286:5881:5759:1990023:120106:5887:32153:31560:44697:45261:97586:1990531:110131:31562:5955:930:32177:30015:5784:1902716:5789:35371:5875:5880:120105:776:145:62040:131:5768:5794:5938:1990498:10494:1903754:778:99070:110085:31965:120155:324:31234:16460:1904511:35838:44732:1903561:922:5641:71521:5737:936:51233:35840:5884:31521:71782:5937:30428:61645:45121:97002:30014:144:5934:70250:120104:5742:98753:30446:51285:30061:5829:71561:1990819:5783:45160:30479:33101:235:5834:5730:32541:140224:61673:5628:942:42645:407:30133:70867:30427:329:5816:5621:35839:34064:1990964:775:35841:9898:44284:5940:19005:932:5635:31931:935:30688:31201:43332:1400:30176:42175:32473:110115:32432:36362:30134:228:5935:30445:1990873:70850:48471:32178:97038:71944:90512:71341:32126:5819:70319:16020:5634:61617:32168:32174:5576:5885:30139:5745:5619:32154:1990816:1990528:46809:5886:31307:5622:142:31097:31410:5777:1990615:31561:31932:133:5743:31588:9277:5933:5754:19897:5802:31314:90726:15630:274:306:55028:35842:33551:5774:16021:5844:5770:72686:5811:5876:1405:34973:5872:5739:5643:36449:1411:12505:35974:34399
